INS,DATE,OP,HIG,LOW,CLS,VOL,TOVR,NOTR,VWAP,CIT,CIV,CITR,COT,COV,COTR,CHG,PCHG,PCLS,ANN,SACT,PRV,LTP,MCAP,BBP,BAP
0,20120315,25.5,25.5,25.5,25.5,100,2550,1,25.5,195539,7178,12,2550,100,1,0,0,25.5,0,null,null,0,0,0,0
0,20120316,28.4,28.4,28.4,28.4,200,5680,1,28.4,2890,100,1,8000,300,3,0.6,2.16,27.799999,0,null,null,0,0,0,0
0,20120319,28.799999,28.799999,28.799999,28.799999,401,11548.8,2,28.799999,11548.8,401,2,0,0,0,0.5,1.77,28.299999,0,null,null,0,0,0,0
0,20120321,26.9,26.9,26.9,26.9,100,2690,1,26.9,2690,100,1,0,0,0,0.1,0.37,26.799999,0,null,null,0,0,0,0
0,20120322,25,25,25,25,200,5000,1,25,5000,200,1,0,0,0,0,0,25,0,null,null,0,0,0,0
0,20120323,23,23,23,23,200,4600,1,23,0,0,0,4600,200,1,-0.8,-3.36,23.8,0,null,null,0,0,0,0
0,20120326,26.9,26.9,26.799999,26.799999,780,20942,9,26.85,5380,200,1,15562,580,8,0,0,26.8,0,null,null,0,0,0,0
0,20120327,27,27,27,27,100,2700,1,27,2700,100,1,0,0,0,0.7,2.66,26.3,0,null,null,0,0,0,0
0,20120329,24,24,24,0,100,2400,1,24,0,0,0,2400,100,1,0.8,3.45,23.2,0,null,null,0,0,0,0
0,20120404,24,24,23.6,23.9,4266,102104,4,23.93,0,0,0,102104,4266,4,-0.4,-1.67,24,0,null,null,0,0,0,0
0,20120405,24,24,24,24,200,4800,1,24,4800,200,1,0,0,0,0.1,0.42,23.9,0,null,null,0,0,0,0
0,20120409,23.5,23.9,23.5,23.7,4024,94644,4,23.52,4780,200,1,89864,3824,3,-0.5,-2.08,24,0,null,null,0,0,0,0
0,20120411,22.4,22.4,22.4,22.4,5,112,1,22.4,0,0,0,112,5,1,-1.3,-5.49,23.7,0,null,null,0,0,0,0
0,20120417,22.4,22.6,22.4,22.5,5598,126205,9,22.54,17980,800,2,108225,4798,7,0.1,0.45,22.4,0,null,null,0,0,0,0
0,20120418,22.6,23.3,22.6,22.7,1250,28385,4,22.71,0,0,0,24890,1100,3,0.2,0.89,22.5,0,null,null,0,0,0,0
0,20120419,22.7,23,22.6,22.6,2282,51858.2,8,22.72,5735,250,3,46123.2,2032,5,-0.1,-0.44,22.7,0,null,null,0,0,0,0
0,20120420,23,26,23,24,6950,170780,17,24.57,140860,5750,12,29920,1200,5,1.4,6.19,22.6,0,null,null,0,0,0,0
0,20120423,23.9,23.9,23.5,23.5,4300,101330,8,23.57,21542.4,909,3,79787.6,3391,5,-0.5,-2.08,24,0,null,null,0,0,0,0
0,20120424,22.4,22.9,22,22.9,8115,180963.5,20,22.3,40983.5,1805,6,139980,6310,14,-0.6,-2.55,23.5,0,null,null,0,0,0,0
0,20120425,23,23,22.7,22.7,725,16465,3,22.71,16465,725,3,0,0,0,-0.2,-0.87,22.9,0,null,null,0,0,0,0
0,20120426,21.5,22,21.5,22,1200,26050,5,21.71,8800,400,2,17250,800,3,-0.7,-3.08,22.7,0,null,null,0,0,0,0
0,20120427,21.4,21.8,21.1,21.5,5205,111389,12,21.4,21780,1000,3,89609,4205,9,-0.6,-2.73,22,0,null,null,0,0,0,0
0,20120430,21.5,22,21.1,22,19650,430735,10,21.92,395600,18000,3,35135,1650,7,0.5,2.33,21.5,0,null,null,0,0,0,0
0,20120502,22.8,22.8,21,21.1,1681,35503.4,10,21.12,6048,288,2,29455.4,1393,8,-1,-4.55,22,0,null,null,0,0,0,0
0,20120503,20.2,20.2,19.7,19.7,6243,124798.8,17,19.99,0,0,0,0,0,0,-1.4,-6.64,21.1,0,null,null,0,0,0,0
0,20120504,19.5,19.5,17.8,18.1,71378,1296322.12,75,18.16,399870.39,21858,29,896451.69,49520,46,-0.7,-3.55,19.7,0,null,null,0,0,0,0
0,20120508,18,18.5,17.8,18.1,5283,95267.4,11,18.03,18500,1000,1,76767.4,4283,10,0.4,2.21,18.1,0,null,null,0,0,0,0
0,20120509,17.9,17.9,17.9,17.9,200,358,2,17.9,0,0,0,3580,200,2,-0.2,-1.1,18.1,0,null,null,0,0,0,0
0,20120510,18,18,16.2,16.4,15084,257276,14,17.06,0,0,0,257276,15084,14,-1.7,-9.5,17.9,0,null,null,0,0,0,0
0,20120511,17,17,15.5,15.5,5900,93361.5,20,15.82,7911.5,500,5,85450,5400,15,-0.9,-5.49,16.4,0,null,null,0,0,0,0
0,20120514,16.2,16.2,15.5,15.5,1290,20135,5,15.61,3240,200,1,16895,1090,4,0,0,15.5,0,null,null,0,0,0,0
0,20120515,16,16,16,16,302,4832,1,16,4832,302,1,0,0,0,0.5,3.23,15.5,0,null,null,0,0,0,0
0,20120516,15.5,18,15.5,17.3,16402,275880.41,48,16.82,226285.4,13482,38,49595,2920,10,2,12.5,16,0,null,null,0,0,0,0
0,20120517,17.8,17.9,17.1,17.5,2313,40562.3,5,17.54,23240,1300,3,17322.3,1013,2,-0.2,-1.16,17.3,0,null,null,0,0,0,0
0,20120518,17,17.6,16.3,17.6,2001,33697.6,7,16.84,20587.6,1201,4,13110,800,3,0.1,0.57,17.5,0,null,null,0,0,0,0
0,20120521,17.1,17.3,17.1,17.3,520,8992,2,17.29,8650,500,1,342,20,1,-0.3,-1.7,17.6,0,null,null,0,0,0,0
0,20120522,16.5,16.5,16.3,16.3,8199,133753.7,9,16.31,0,0,0,133753.69,8199,9,-1,-5.78,17.3,0,null,null,0,0,0,0
0,20120523,16.2,17.2,16.2,16.8,3487,58069.4,13,16.65,6911.6,403,3,51157.8,3084,10,0.5,3.07,16.3,0,null,null,0,0,0,0
0,20120524,16.5,16.6,16.5,16.6,2117,35080.5,7,16.57,0,0,0,35080.5,2117,7,-0.3,-1.79,16.8,0,null,null,0,0,0,0
0,20120525,16.8,18,16.8,17.9,25409,451947.41,27,17.79,338857.4,19041,20,113090,6368,7,1.4,8.43,16.6,0,null,null,0,0,0,0
0,20120528,17.1,17.1,17.1,17.1,1410,24111,4,17.1,0,0,0,24111,1410,4,-0.8,-4.47,17.9,0,null,null,0,0,0,0
0,20120529,16.6,17.9,16.5,17.6,29362,502285.19,27,17.11,255675.6,14506,13,246609.61,14856,14,0.5,2.92,17.1,0,null,null,0,0,0,0
0,20120530,17.8,17.9,17,0,7590,134270,7,17.69,110640,6200,5,23630,1390,2,-0.6,-3.41,17.6,0,null,null,0,0,0,0
0,20120531,17.4,17.9,17,17.4,3144,54751.4,11,17.41,24881,1390,1,29870.4,1754,10,-0.5,-2.86,17.5,0,null,null,0,0,0,0
0,20120601,16.6,17.9,16.6,17.7,8844,152910.41,10,17.29,5370,300,1,147540.4,8544,9,0.5,2.87,17.4,0,null,null,0,0,0,0
0,20120605,17.6,18.5,17.6,18.1,3692,66682,5,18.06,57882,3192,4,8800,500,1,0.8,4.52,17.7,0,null,null,0,0,0,0
0,20120606,18.1,18.1,17.1,17.1,100,1711,2,17.11,0,0,0,1711,100,2,-1,-5.52,18.1,0,null,null,0,0,0,0
0,20120607,18.2,21,18.2,19.8,62499,1234330,41,19.75,1143849.99,57699,37,90480,4800,4,2.9,16.96,17.1,0,null,null,0,0,0,0
0,20120608,20,20.5,19.5,20.4,8800,179000,9,20.34,149500,7300,4,29500,1500,5,0.7,3.54,19.8,0,null,null,0,0,0,0
0,20120611,18.5,18.5,18.5,18.5,66,1221,1,18.5,0,0,0,1221,66,1,-1.9,-9.31,20.4,0,null,null,0,0,0,0
0,20120612,18.6,18.6,18.1,18.2,1900,34610.7,13,18.22,0,0,0,34611,1900,13,-0.4,-2.16,18.5,0,null,null,0,0,0,0
0,20120613,18.2,18.2,18.2,18.2,800,14560,4,18.2,14560,800,4,0,0,0,0,0,18.2,0,null,null,0,0,0,0
0,20120614,19.2,21,18.5,20.5,4943,100789.5,32,20.39,88233.5,4311,0,12556,632,0,2.2,12.09,18.2,0,null,null,0,341247.03,0,0
0,20120615,21,24.8,21,22.6,32774,735377.19,69,22.44,542179,24106,56,193198.2,8668,13,1.9,9.27,20.5,0,null,null,0,0,0,0
0,20120618,22,24.4,22,22.7,2580,56954,8,22.08,7004,310,4,49950,2270,4,-0.1,-0.44,22.6,0,null,null,0,0,0,0
0,20120619,22.4,27.5,22.4,26.4,38347,977473,56,25.49,684981.5,26646,43,292491.5,11701,13,4.8,21.15,22.7,0,null,null,0,0,0,0
0,20120620,29,30.8,27,29.6,29155,850060.81,41,29.16,517193.5,17648,33,332867.3,11507,8,2.4,9.09,26.4,0,null,null,0,0,0,0
0,20120621,30,33.4,26.5,30.2,59740,1859221.87,69,31.12,1258034.91,39842,42,601187,19898,27,1.4,4.73,29.6,0,null,null,0,0,0,0
0,20120622,31.5,31.5,28.5,30.4,5971,180660,23,30.26,58230,1906,4,122430,4065,19,1.3,4.3,30.2,0,null,null,0,0,0,0
0,20120625,31.3,31.4,29,29.5,4201,124621.4,6,29.66,95621.4,3201,5,29000,1000,1,-0.9,-2.96,30.4,0,null,null,0,0,0,0
0,20120626,30,30,30,30,1,30,1,30,0,0,0,30,1,1,0.5,1.69,29.5,0,null,null,0,0,0,0
0,20120627,27.5,27.5,27.5,27.5,2,55,1,27.5,0,0,0,55,2,1,-2.5,-8.33,30,0,null,null,0,0,0,0
0,20120628,28.5,28.5,27,27.3,2020,56356,6,27.9,22726,830,4,33630,1190,2,-0.5,-1.82,27.5,0,null,null,27,0,27,30
0,20120629,27.3,29.9,27,28.3,4976,138250.5,12,27.78,17910,600,2,120340.5,4376,10,2.6,9.52,27.3,0,null,null,29.9,0,28,30
0,20120702,28.3,29.9,27.9,28.4,2151,60476.8,9,28.12,22760.9,804,6,37715.9,1347,3,0.7,2.47,28.3,0,null,null,29,0,27,30
0,20120704,28,29,27,27,10804,297307,12,27.52,0,0,0,297307,10804,12,0.6,2.11,28.4,0,null,null,29,0,26,30
0,20120705,27,27.7,26,27.7,1612,42098.2,7,26.12,2905,105,2,39193.2,1507,5,0.7,2.59,27,0,null,null,27.700001,0,26,30
0,20120706,26.1,28,26.1,27.9,3700,102820,5,27.79,94900,3400,3,7920,300,2,-0.7,-2.53,27.7,0,null,null,27,0,26,30
0,20120709,27,27,27,27,101,2727,2,27,2727,101,2,0,0,0,-0.9,-3.23,27.9,0,null,null,27,0,26,29
0,20120710,26,26,26,26,2002,52052,2,26,0,0,0,52052,2002,2,-1,-3.7,27,0,null,null,26,0,26,26.9
0,20120711,26,26,26,26,8500,221000,3,26,0,0,0,221000,8500,3,0,0,26,0,null,null,26,0,25,26
0,20120712,25.1,26.2,24.6,25.5,3992,101669.4,8,25.47,66099.4,2567,4,35570,1425,4,0.2,0.77,26,0,null,null,26.200001,0,24.5,26.9
0,20120713,26.7,28.5,25.7,25.7,5502,150401.41,10,27.34,98930,3592,5,51471.4,1910,5,0.2,0.78,25.5,0,null,null,25.700001,0,24.5,28
0,20120717,26,28,26,27.9,103,2878,2,27.94,2878,103,2,0,0,0,0.1,0.36,27.9,0,null,null,28,0,25,27.9
0,20120719,27.9,28,27.9,0,1000,27998.3,3,28,27998.3,1000,3,0,0,0,0.1,0.36,27.9,0,null,null,28,0,26.299999,28
0,20120720,28,28.7,27.1,27.4,3105,85903.9,13,27.67,28140.3,1005,9,57763.6,2100,4,0,0,27.5,0,null,null,27.5,0,27,28.5
0,20120723,27.9,28,27.9,28,5300,148260,5,27.97,148260,5300,5,0,0,0,0.6,2.19,27.4,0,null,null,28,0,27,28.299999
0,20120724,27,27,26.6,26.7,500,13340,2,26.68,0,0,0,13340,500,2,-1.4,-5,28,0,null,null,26.6,0,26.6,28
0,20120725,27,27,27,27,300,8100,2,27,8100,300,2,0,0,0,0.3,1.12,26.7,0,null,null,27,0,26.6,28
0,20120726,26.6,26.6,26.6,26.6,50,1330,1,26.6,8100,300,2,1330,50,1,-0.4,-1.48,27,0,null,null,26.6,0,26.6,28
0,20120727,26.6,28.4,26.6,27.8,15267,424626.81,21,27.81,254405.6,9064,11,170221.2,6203,10,1.3,4.89,26.6,0,null,null,27.9,0,26.6,28.5
0,20120730,28.4,29,27,0,20014,562132.62,26,28.09,354312.6,12414,19,207820,7600,7,-0.8,-2.88,27.8,0,null,null,27,0,27,27.9
0,20120731,28.7,28.7,26.7,26.9,4101,110398.7,7,26.92,28.7,1,1,110370,4100,6,-0.4,-1.48,27.1,0,null,null,26.700001,0,22,28
0,20120802,28,28,27.1,27.1,5804,159792,10,27.53,75712,2704,7,84080,3100,3,0.2,0.74,26.9,0,null,null,27.1,0,22.1,28
0,20120803,27,28,27,27.9,610,16570,7,27.16,16570,610,7,0,0,0,0.8,2.95,27.1,0,null,null,27.9,0,26,27.9
0,20120806,27.9,27.9,26.1,27.8,1519,42300.9,6,27.85,41152.5,1475,5,1148.4,44,1,-1.8,-6.45,27.9,0,null,null,26.1,0,26.1,28
0,20120807,26.3,26.9,26.2,26.6,1302,34692.4,4,26.65,21520,800,1,13172.4,502,3,-0.9,-3.24,27.8,0,null,null,26.9,0,26.1,27.799999
0,20120808,26.1,26.1,25.6,25.9,1450,37705,7,26,13040,500,3,24665,950,4,-1,-3.76,26.6,0,null,null,25.6,0,25.6,27.700001
0,20120809,25.6,25.6,25,25.1,10202,256796.09,15,25.17,54744,2140,4,202052.1,8062,11,-0.9,-3.47,25.9,0,null,null,25,0,25,26
0,20120810,26,26,25,25.1,4975,125487,11,25.22,23362,902,5,102125,4073,6,-0.1,-0.4,25.1,0,null,null,25,0,25,25.9
0,20120813,25.2,26,25.2,25.6,520,13310,5,25.6,8260,320,3,5050,200,2,0.2,0.8,25.1,0,null,null,25.299999,0,25.4,26
0,20120814,26,26.2,25.2,26.2,6907,178017.8,19,25.77,120057.8,4607,14,57960,2300,5,0.6,2.34,25.6,0,null,null,26.200001,0,25.299999,26.200001
0,20120815,26.2,26.5,26.2,26.2,223,5843.2,4,26.2,5843.2,223,4,0,0,0,0.3,1.15,26.2,0,null,null,26.5,0,25.6,26.5
0,20120816,26.5,26.5,26.5,26.5,100,2650,1,26.5,2650,100,1,0,0,0,0.3,1.15,26.2,0,null,null,26.5,0,25.6,26.5
0,20120817,26.5,27,25.9,25.9,1254,33322,7,26.57,30732,1154,6,2590,100,1,-0.6,-2.26,26.5,0,null,null,25.9,0,25.6,27.200001
0,20120820,25.7,26.5,25.6,26.5,220,5651,4,25.69,530,20,1,5121,200,3,0.6,2.32,25.9,0,null,null,26.5,0,25.5,27
0,20120821,25.5,25.5,25.5,25.5,201,5125.5,3,25.5,0,0,0,5125.5,201,3,-1,-3.77,26.5,0,null,null,25.5,0,25.6,27
0,20120822,25.6,27,25.6,26.8,1900,51076.8,4,26.88,51076.8,1900,4,0,0,0,1.3,5.1,25.5,0,null,null,26.799999,0,25.5,26.9
0,20120823,26.9,27,26.9,26.9,420,11310.3,11,26.93,11310.3,420,11,0,0,0,0.2,0.75,26.8,0,null,null,27,0,26,27
0,20120824,26.9,26.9,26.9,26.9,1,26.9,1,26.9,26.9,1,1,0,0,0,0,0,26.9,0,null,null,26.9,0,26,27
0,20120827,27,27.5,27,27.3,16380,447430,27,27.32,447430,16380,27,0,0,0,0.6,2.23,26.9,0,null,null,27.5,0,26,27.5
0,20120828,27.5,28.5,26.4,26.7,13986,387466.5,33,27.7,198460.5,7103,16,189006,6883,17,-0.9,-3.3,27.3,0,null,null,26.4,0,26.200001,28.5
0,20120829,28,28,27.9,27.9,21,587.9,3,28,587.9,21,3,0,0,0,1.2,4.49,26.7,0,null,null,27.9,0,26.200001,27.5
0,20120830,27.5,27.8,26.8,27.6,3245,87906.5,14,27.09,34296.5,1245,12,53610,2000,2,-0.2,-0.72,27.9,0,null,null,27.700001,0,26.9,27.700001
0,20120903,26.9,29.4,26.9,28.9,45341,1286349.37,70,28.37,842601.9,29206,51,443747.5,16135,19,1.4,5.07,27.6,0,null,null,29,0,26.9,29.200001
0,20120904,28.9,30.7,28,28.5,101790,2970773,124,29.19,1849186.29,62991,83,1121586.7,38799,41,-0.4,-1.38,28.9,0,null,null,28.5,0,28,30.5
0,20120905,30.5,30.7,28.7,30.1,11100,336177.31,16,30.29,305938.7,10102,13,30238.6,998,3,1.9,6.67,28.5,0,null,null,30.4,0,28.299999,30.5
0,20120906,28.3,29.8,28,29.6,2900,82781.1,8,28.55,20860,700,2,61921.1,2200,6,-0.3,-1,30.1,0,null,null,29.799999,0,26.9,29.799999
0,20120907,29.4,30.7,29.4,29.6,14205,425061.81,42,29.92,225331.8,7514,30,199730,6691,12,0.2,0.68,29.6,0,null,null,29.799999,0,27.799999,30
0,20120910,29.6,31.4,29.6,31.3,106381,3279139.25,99,30.82,1668008,53963,60,1611131.3,52418,39,1.8,6.08,29.6,0,null,null,31.4,0,27.799999,31.5
0,20120911,30,32.5,30,31,83336,2601045,90,31.21,1287417.1,40856,46,1313628,42480,44,-0.3,-0.96,31.3,0,null,null,31,0,27.799999,31.9
0,20120912,31.9,31.9,30.9,31,94568,2931635,60,31,1386211,44716,16,1545424,49852,44,0,0,31,0,null,null,31,0,29.6,31.9
0,20120913,32.1,36.8,31.9,36.5,364389,1.23E+07,253,33.88,9838943.26,290458,176,2504791.1,73931,77,5.7,18.39,31,0,null,null,36.700001,0,29.5,36.799999
0,20120914,38.1,40.9,38,40.5,211746,8325905,199,39.32,5130172.91,129791,125,3195731.98,81955,74,3.4,9.32,36.5,0,null,null,39.900002,0,39.099998,40.400002
0,20120917,40,41.5,38.5,40.1,306336,1.22E+07,202,39.97,3833057.01,95776,101,8410063.07,210560,101,-0.7,-1.73,40.5,0,null,null,39.799999,0,36,41.299999
0,20120918,40.5,41.3,38,39.2,125252,5014635.5,69,40.04,3396559.26,84630,49,1618076.47,40622,20,-1.1,-2.74,40.1,0,null,null,39,0,36,40.5
0,20120919,37.1,40,36.5,38.3,67101,2548114,49,37.97,372263,9597,21,2175850.88,57504,28,-1.3,-3.32,39.2,0,null,null,37.900002,0,36.5,39.799999
0,20120920,39.5,39.5,37,39,27530,1066893.75,28,38.75,881047.8,22562,18,185846,4968,10,0.6,1.57,38.3,0,null,null,38.900002,0,37.5,39.200001
0,20120921,38.4,38.4,38,38.1,9501,364438.41,11,38.36,0,0,0,364438.41,9501,11,-1,-2.56,39,0,null,null,38,0,35,39.400002
0,20120924,38.5,38.5,36.4,36.5,3800,138890,5,36.55,3850,100,1,135040,3700,4,-1.6,-4.2,38.1,0,null,null,36.5,0,35,37.5
0,20120925,35,38.8,35,37.4,1939,72468.5,11,37.37,72468.5,1939,11,0,0,0,2.1,5.75,36.5,0,null,null,38.599998,0,35,38.900002
0,20120926,38,38,37.2,37.5,11612,440976,21,37.98,437256,11512,20,3720,100,1,0.2,0.53,37.4,0,null,null,37.599998,0,35,38
0,20120927,37.5,37.5,37.5,37.5,200,7500,4,37.5,37.5,1,1,7462.5,199,3,0,0,37.5,0,null,null,37.5,0,35,38
0,20120928,35.3,38,35.3,37.7,8014,293560,24,36.63,119443.5,3165,8,174116.5,4849,16,0.5,1.33,37.5,0,null,null,38,0,25.1,38
0,20121001,36.2,37.8,36,36,20277,743328,30,36.66,286582,7601,17,456746,12676,13,-1.7,-4.51,37.7,0,null,null,36,0,35,37
0,20121002,36,36,35.5,35.6,23601,839395.5,19,35.57,224800,6300,8,614595.5,17301,11,0,0,36,0,null,null,36,0,35,36
0,20121003,36,36,35,35.4,30098,1062137.75,60,35.29,517312.71,14563,34,521425,14885,25,-0.1,-0.28,35.6,0,null,null,35.5,0,34.5,36
0,20121004,35.5,35.5,34.5,34.5,13128,454301.5,19,34.61,42534.5,1201,6,411767,11927,13,-0.9,-2.54,35.4,0,null,null,34.5,0,34,35.700001
0,20121008,37,37,34,34.1,12201,416405,15,34.13,69605,2001,10,346800,10200,5,-0.3,-0.85,35.3,0,null,null,35,0,32,35.799999
0,20121009,35.8,35.8,32.5,32.8,50752,1679791.87,46,33.1,127299.2,3697,23,1552492.7,47055,23,-1.6,-4.69,34.1,0,null,null,32.5,0,32.5,35
0,20121010,34,34.5,32.5,32.6,7462,243401.59,20,32.62,3634.6,107,6,239766.99,7355,14,-0.2,-0.61,32.8,0,null,null,32.599998,0,32.5,34.5
0,20121011,32.5,33.5,30.2,32.1,26423,854261.5,21,32.33,332460,10100,13,521801.5,16323,8,0.2,0.61,32.6,0,null,null,32.799999,0,30,34.900002
0,20121012,33,34,32.4,32.7,202113,6628855.5,129,32.8,3595770.1,108975,85,3033085.38,93138,44,0.4,1.25,32.1,0,null,null,32.5,0,30,34
0,20121015,33.5,33.5,30.6,31,69232,2231137,33,32.23,1210299.07,36878,7,1020837.8,32354,26,-1.7,-5.2,32.7,0,null,null,31,0,30,32.700001
0,20121016,31,31.4,28.3,30.6,59548,1809369.5,37,30.39,263412,8510,9,1545957.49,51038,28,-1,-3.23,31,0,null,null,30,0,28,31
0,20121017,31.4,31.4,28,28.8,43172,1245739.5,58,28.86,515296,17404,23,730443.51,25768,35,-1.6,-5.23,30.6,0,null,null,29,0,27,30
0,20121018,28.8,29.4,27,29.3,19088,544841,32,28.54,374441,12988,27,170400,6100,5,0.5,1.74,28.8,0,null,null,29.299999,0,27,30
0,20121019,29.4,29.7,27.2,27.9,35876,1005997.62,52,28.04,266189.6,9405,21,739808,26471,31,-1.3,-4.44,29.3,0,null,null,28,0,27.5,30
0,20121022,27.5,27.5,25.1,0,17615,460625.09,37,26.15,57327,2121,7,403298.1,15494,30,-1.8,-6.45,27.9,0,null,null,26.1,0,26,26.799999
0,20121023,25.2,26,25,25.1,39136,982576.62,36,25.11,431870,17144,11,550706.6,21992,25,-0.4,-1.53,26.1,0,null,null,25.700001,0,24.5,26.799999
0,20121024,26.4,26.4,25.2,25.3,6103,155747.2,14,25.52,38751.5,1502,4,116995.7,4601,10,0.1,0.4,25.1,0,null,null,25.200001,0,25,25.5
0,20121025,25,26.4,24.8,26,26901,690405.19,43,25.66,634466,24687,31,55939.2,2214,12,0.7,2.77,25.3,0,null,null,26,0,25.6,26.299999
0,20121026,25.6,26.2,25,26.2,1154,29109.8,5,25.23,2620,100,1,26489.8,1054,4,0.2,0.77,26,0,null,null,26.200001,0,25,25.9
0,20121030,25.9,25.9,24.1,24.9,20301,504325.91,27,24.84,203393.09,7975,0,300932.8,12326,0,-1.4,-5.34,26.2,0,null,null,0,0,0,0
0,20121031,25.4,25.4,23.1,24.2,30438,740055.37,35,24.31,322465.3,12890,15,417590.1,17548,20,-0.9,-3.61,24.9,0,null,null,24,0,24,25.200001
0,20121101,24,25.1,23.6,24,7200,175570,14,24.38,7420,300,2,168150,6900,12,-0.6,-2.48,24.2,0,null,null,23.6,0,23,25.1
0,20121102,25.1,25.1,23.5,23.7,2840,67084,13,23.62,1004,40,4,66080,2800,9,-0.4,-1.67,24,0,null,null,23.6,0,23,24.5
0,20121105,24.4,24.4,23.5,23.6,2319,54706.4,12,23.59,244,10,1,54462.4,2309,11,-0.1,-0.42,23.7,0,null,null,23.6,0,23.1,24.299999
0,20121106,23.6,24.4,23.6,24.4,3101,73184.4,3,23.6,24.4,1,1,73160,3100,2,0.8,3.39,23.6,0,null,null,24.4,0,23.1,24.4
0,20121107,24.1,24.8,23.8,24.6,9304,227743.5,25,24.48,173918,7099,15,53825.5,2205,10,0.1,0.41,24.4,0,null,null,24.5,0,23.799999,24.5
0,20121108,24,24,23.6,23.6,6732,159834,14,23.74,0,0,0,159834,6732,14,-1,-4.07,24.6,0,null,null,23.6,0,23.1,23.799999
0,20121109,24,24.5,24,24.1,40956,986104.5,38,24.08,500958.49,20742,14,485146,20214,24,0.5,2.12,23.6,0,null,null,24.1,0,24,24.4
0,20121112,24.5,24.8,24.1,24.6,14779,361488.59,28,24.46,173299.8,7051,12,188188.8,7728,16,0.2,0.83,24.1,0,null,null,24.299999,0,23,24.9
0,20121114,23.5,24.4,23.3,23.9,3554,85881.89844,14,24.16,30133.80078,1235,3,55748.10156,2319,11,-1.3,-5.28,24.6,0,null,null,23.299999,0,23.299999,24.9
0,20121115,23.3,23.5,22.8,22.9,5365,123539.1016,13,23.03,470,20,2,123069.1016,5345,11,-1.1,-4.6,23.9,0,null,null,22.799999,0,22.799999,23.5
0,20121116,23.4,23.4,22.4,22.6,8021,181736.0938,18,22.66,2106,90,1,179630.0938,7931,17,-0.5,-2.18,22.9,0,null,null,22.4,0,22.299999,22.4
0,20121119,22.3,22.3,21.5,21.5,8064,174871,11,21.69,13350,600,2,161521,7464,9,-0.6,-2.65,22.6,0,null,null,22,0,21.5,22.4
0,20121120,21.5,21.5,19.5,19.7,23301,490993.5,23,21.07,366504,17111,4,124489.5,6190,19,-1.5,-6.98,21.5,0,null,null,20,0,19,21.9
0,20121121,21,21,20,20,1056,21181,7,20.06,1301,62,3,19880,994,4,0.3,1.52,19.7,0,null,null,20,0,19.6,21.9
0,20121122,20.9,21.4,20.1,20.2,3602,74029.70313,14,20.55,21807.09961,1045,6,52222.60156,2557,8,1.4,7,20,0,null,null,21.4,0,20.1,21.5
0,20121123,21.4,21.4,20.8,20.8,3496,73834.39844,6,21.12,67490.39844,3191,4,6344,305,2,0.6,2.97,20.2,0,null,null,20.799999,0,20.200001,21.5
0,20121126,20.9,20.9,20.2,20.3,2054,41986.30078,9,20.44,209,10,1,41777.30078,2044,8,-0.6,-2.88,20.8,0,null,null,20.200001,0,20.1,21.5
0,20121128,20.1,20.9,19.3,19.5,3454,67544.70313,20,19.56,21768.40039,1110,6,45776.30078,2344,14,-1,-4.93,20.3,0,null,null,19.299999,0,19.200001,20
0,20121129,19.2,20,19,19.1,7050,134246,17,19.04,23806,1240,6,110440,5810,11,0,0,19.5,0,null,null,19.5,0,19,20
0,20121130,20,20,19,19.4,6004,115764.2031,15,19.28,34697.19922,1781,4,81067,4223,11,0.1,0.52,19.1,0,null,null,19.200001,0,19.200001,20
0,20121203,19.2,19.4,19,19.3,4924,94357.20313,9,19.16,38658.19922,2003,4,55699,2921,5,0,0,19.4,0,null,null,19.4,0,19,20
0,20121205,19.4,20.2,19,19.7,59944,1141421.125,21,19.04,49408.10156,2512,14,1092013,57432,7,0.9,4.66,19.3,0,null,null,20.200001,0,19.200001,20.5
0,20121206,20.5,21.4,20,21,12372,258195.4063,34,20.87,58867.60156,2830,23,199327.7969,9542,11,1.7,8.63,19.7,0,null,null,21.4,0,19.200001,21.5
0,20121207,21,21,19.6,21,6286,130945,16,20.83,67018,3238,7,63927,3048,9,0,0,21,0,null,null,21,0,19.799999,21.4
0,20121210,20,23,20,22,71348,1592688.5,39,22.32,1417727.5,63393,32,174961,7955,7,1,4.76,21,0,null,null,22,0,21,22.9
0,20121211,22.5,22.5,21,21.9,5576,119199.5,20,21.38,43578.5,1975,11,75621,3601,9,-0.4,-1.79,22.3,0,null,null,21.9,0,20.6,22.299999
0,20121212,22.3,22.9,21.1,22.9,6291,140764.5,23,22.38,127926.1016,5683,20,12838.40039,608,3,1,4.57,21.9,0,null,null,22.9,0,20.6,22.799999
0,20121213,22.8,24,21.3,22.8,15196,359750.5938,39,23.67,268246.8125,11250,29,91503.79688,3946,10,0.2,0.88,22.6,0,null,null,22.799999,0,20.6,23.5
0,20121214,21.5,23,21.5,22.9,2051,44171.39844,5,21.54,1171.400024,51,4,43000,2000,1,0.1,0.44,22.8,0,null,null,22.9,0,21.4,23.4
0,20121217,22.8,23,22.8,23,1574,35940.60156,5,22.83,35940.60156,1574,5,0,0,0,0.1,0.44,22.9,0,null,null,23,0,21.4,23.4
0,20121218,23.4,23.4,22.9,22.9,2650,61410,5,23.17,16280,700,2,45130,1950,3,0,0,22.9,0,null,null,22.9,0,21.4,22.5
